image_id,label,depth_category,est_area_m2,morth_tonnage_t,repair_cost_inr
KAGGLE-POTHOLE-00072.jpg,Pothole,Moderate,0.5,0.059,442.5
KAGGLE-POTHOLE-00073.jpg,Pothole,Severe,0.97,0.175,1312.5
KAGGLE-POTHOLE-00074.jpg,Pothole,Moderate,1.66,0.151,1132.5
KAGGLE-POTHOLE-00075.jpg,Pothole,Severe,1.94,0.331,2482.5
KAGGLE-POTHOLE-00076.jpg,Pothole,Severe,0.93,0.143,1072.5
KAGGLE-POTHOLE-00077.jpg,Pothole,Moderate,1.72,0.215,1612.5
KAGGLE-POTHOLE-00078.jpg,Pothole,Moderate,1.24,0.155,1162.5
KAGGLE-POTHOLE-00079.jpg,Pothole,Severe,2.73,0.419,3142.5
KAGGLE-POTHOLE-00080.jpg,Pothole,Severe,2.37,0.364,2730.0
KAGGLE-POTHOLE-00081.jpg,Pothole,Severe,1.48,0.281,2107.5
KAGGLE-POTHOLE-00082.jpg,Pothole,Moderate,2.58,0.372,2790.0
KAGGLE-POTHOLE-00083.jpg,Pothole,Severe,2.17,0.448,3360.0
KAGGLE-POTHOLE-00084.jpg,Pothole,Severe,2.26,0.483,3622.5
KAGGLE-POTHOLE-00085.jpg,Pothole,Severe,1.05,0.156,1170.0
KAGGLE-POTHOLE-00086.jpg,Pothole,Moderate,0.89,0.115,862.5
KAGGLE-POTHOLE-00087.jpg,Pothole,Moderate,2.06,0.188,1410.0
KAGGLE-POTHOLE-00088.jpg,Pothole,Severe,0.61,0.105,787.5
KAGGLE-POTHOLE-00089.jpg,Pothole,Severe,2.79,0.422,3165.0
KAGGLE-POTHOLE-00090.jpg,Pothole,Severe,0.75,0.151,1132.5
KAGGLE-POTHOLE-00091.jpg,Pothole,Moderate,1.05,0.101,757.5
KAGGLE-POTHOLE-00092.jpg,Pothole,Moderate,1.91,0.197,1477.5
KAGGLE-POTHOLE-00093.jpg,Pothole,Severe,1.8,0.315,2362.5
KAGGLE-POTHOLE-00094.jpg,Pothole,Severe,2.59,0.535,4012.5
KAGGLE-POTHOLE-00095.jpg,Pothole,None,1.69,0.142,1065.0
KAGGLE-POTHOLE-00096.jpg,Pothole,Severe,2.45,0.476,3570.0
KAGGLE-POTHOLE-00097.jpg,Pothole,Moderate,2.4,0.323,2422.5
KAGGLE-POTHOLE-00098.jpg,Pothole,Moderate,0.67,0.082,615.0
KAGGLE-POTHOLE-00099.jpg,Pothole,Moderate,2.62,0.264,1980.0
KAGGLE-POTHOLE-00100.jpg,Pothole,Severe,1.7,0.257,1927.5
KAGGLE-POTHOLE-00101.jpg,Pothole,Moderate,1.65,0.206,1545.0
KAGGLE-POTHOLE-00102.jpg,Pothole,Moderate,1.76,0.165,1237.5
KAGGLE-POTHOLE-00103.jpg,Pothole,Severe,1.45,0.289,2167.5
KAGGLE-POTHOLE-00104.jpg,Pothole,Severe,0.8,0.144,1080.0
KAGGLE-POTHOLE-00105.jpg,Pothole,Severe,1.87,0.399,2992.5
KAGGLE-POTHOLE-00106.jpg,Pothole,Moderate,2.68,0.302,2265.0
KAGGLE-POTHOLE-00107.jpg,Pothole,Severe,1.47,0.265,1987.5
KAGGLE-POTHOLE-00108.jpg,Pothole,Severe,1.2,0.248,1860.0
KAGGLE-POTHOLE-00109.jpg,Pothole,Moderate,0.97,0.091,682.5
KAGGLE-POTHOLE-00110.jpg,Pothole,Severe,1.28,0.264,1980.0
KAGGLE-POTHOLE-00111.jpg,Pothole,Moderate,2.34,0.219,1642.5
KAGGLE-POTHOLE-00112.jpg,Pothole,Severe,2.77,0.479,3592.5
KAGGLE-POTHOLE-00113.jpg,Pothole,Severe,2.71,0.429,3217.5
KAGGLE-POTHOLE-00114.jpg,Pothole,Moderate,0.96,0.09,675.0
KAGGLE-POTHOLE-00115.jpg,Pothole,Severe,2.44,0.369,2767.5
KAGGLE-POTHOLE-00116.jpg,Pothole,Moderate,1.06,0.097,727.5
KAGGLE-POTHOLE-00117.jpg,Pothole,Moderate,2.43,0.274,2055.0
KAGGLE-POTHOLE-00118.jpg,Pothole,Severe,1.26,0.248,1860.0
KAGGLE-POTHOLE-00119.jpg,Pothole,Severe,2.63,0.505,3787.5
KAGGLE-POTHOLE-00120.jpg,Pothole,Moderate,1.43,0.148,1110.0
KAGGLE-POTHOLE-00121.jpg,Pothole,Moderate,0.93,0.105,787.5
KAGGLE-POTHOLE-00122.jpg,Pothole,Moderate,1.44,0.207,1552.5
KAGGLE-POTHOLE-00123.jpg,Pothole,Severe,1.36,0.268,2010.0
KAGGLE-POTHOLE-00124.jpg,Pothole,Moderate,1.94,0.219,1642.5
KAGGLE-POTHOLE-00125.jpg,Pothole,Moderate,1.41,0.176,1320.0
KAGGLE-POTHOLE-00126.jpg,Pothole,Moderate,0.77,0.083,622.5
KAGGLE-POTHOLE-00127.jpg,Pothole,Severe,1.56,0.318,2385.0
KAGGLE-POTHOLE-00128.jpg,Pothole,Moderate,1.73,0.149,1117.5
KAGGLE-POTHOLE-00129.jpg,Pothole,Severe,2.8,0.417,3127.5
KAGGLE-POTHOLE-00130.jpg,Pothole,Severe,2.23,0.471,3532.5
KAGGLE-POTHOLE-00131.jpg,Pothole,Severe,2.14,0.416,3120.0
KAGGLE-POTHOLE-00132.jpg,Pothole,Severe,1.94,0.326,2445.0
KAGGLE-POTHOLE-00133.jpg,Pothole,Severe,1.92,0.309,2317.5
KAGGLE-POTHOLE-00134.jpg,Pothole,Moderate,1.23,0.159,1192.5
KAGGLE-POTHOLE-00135.jpg,Pothole,Severe,1.05,0.202,1515.0
KAGGLE-POTHOLE-00136.jpg,Pothole,Moderate,2.27,0.305,2287.5
KAGGLE-POTHOLE-00137.jpg,Pothole,Severe,2.16,0.467,3502.5
KAGGLE-POTHOLE-00138.jpg,Pothole,Severe,0.79,0.14,1050.0
KAGGLE-POTHOLE-00139.jpg,Pothole,Moderate,1.6,0.161,1207.5
KAGGLE-POTHOLE-00140.jpg,Pothole,Severe,2.39,0.505,3787.5
KAGGLE-POTHOLE-00141.jpg,Pothole,Severe,0.51,0.106,795.0
KAGGLE-POTHOLE-00142.jpg,Pothole,Moderate,0.6,0.055,412.5
KAGGLE-POTHOLE-00143.jpg,Pothole,Severe,0.57,0.092,690.0
KAGGLE-POTHOLE-00144.jpg,Pothole,Moderate,2.2,0.306,2295.0
KAGGLE-POTHOLE-00145.jpg,Pothole,Moderate,1.83,0.167,1252.5
KAGGLE-POTHOLE-00146.jpg,Pothole,Moderate,1.53,0.202,1515.0
KAGGLE-POTHOLE-00147.jpg,Pothole,Severe,2.49,0.412,3090.0
KAGGLE-POTHOLE-00148.jpg,Pothole,Severe,1.48,0.256,1920.0
KAGGLE-POTHOLE-00149.jpg,Pothole,Moderate,1.54,0.218,1635.0
KAGGLE-POTHOLE-00150.jpg,Pothole,Severe,2.8,0.504,3780.0
KAGGLE-POTHOLE-00151.jpg,Pothole,Moderate,1.87,0.242,1815.0
KAGGLE-POTHOLE-00152.jpg,Pothole,Moderate,2.7,0.246,1845.0
KAGGLE-POTHOLE-00153.jpg,Pothole,Severe,0.93,0.179,1342.5
KAGGLE-POTHOLE-00154.jpg,Pothole,Moderate,2.55,0.22,1650.0
KAGGLE-POTHOLE-00155.jpg,Pothole,Moderate,1.96,0.282,2115.0
KAGGLE-POTHOLE-00156.jpg,Pothole,Moderate,2.27,0.229,1717.5
KAGGLE-POTHOLE-00157.jpg,Pothole,Moderate,0.49,0.047,352.5
KAGGLE-POTHOLE-00158.jpg,Pothole,Moderate,1.43,0.185,1387.5
KAGGLE-POTHOLE-00159.jpg,Pothole,Severe,1.29,0.189,1417.5
KAGGLE-POTHOLE-00160.jpg,Pothole,Severe,0.8,0.169,1267.5
KAGGLE-POTHOLE-00161.jpg,Pothole,Severe,0.83,0.153,1147.5
KAGGLE-POTHOLE-00162.jpg,Pothole,Severe,1.23,0.245,1837.5
KAGGLE-POTHOLE-00163.jpg,Pothole,Severe,2.16,0.425,3187.5
KAGGLE-POTHOLE-00164.jpg,Pothole,Severe,2.17,0.443,3322.5
KAGGLE-POTHOLE-00165.jpg,Pothole,Moderate,1.01,0.136,1020.0
KAGGLE-POTHOLE-00166.jpg,Pothole,Moderate,2.15,0.237,1777.5
KAGGLE-POTHOLE-00167.jpg,Pothole,Severe,2.47,0.368,2760.0
KAGGLE-POTHOLE-00168.jpg,Pothole,Severe,2.31,0.383,2872.5
KAGGLE-POTHOLE-00169.jpg,Pothole,Moderate,2.35,0.259,1942.5
KAGGLE-POTHOLE-00170.jpg,Pothole,Moderate,0.82,0.073,547.5
KAGGLE-POTHOLE-00171.jpg,Pothole,Moderate,1.56,0.161,1207.5
KAGGLE-POTHOLE-00172.jpg,Pothole,Severe,0.95,0.157,1177.5
KAGGLE-POTHOLE-00173.jpg,Pothole,Severe,1.75,0.315,2362.5
KAGGLE-POTHOLE-00174.jpg,Pothole,Moderate,1.5,0.205,1537.5
KAGGLE-POTHOLE-00175.jpg,Pothole,Severe,0.64,0.094,705.0
KAGGLE-POTHOLE-00176.jpg,Pothole,Moderate,2.11,0.279,2092.5
KAGGLE-POTHOLE-00177.jpg,Pothole,Moderate,1.41,0.203,1522.5
KAGGLE-POTHOLE-00178.jpg,Pothole,Severe,2.49,0.46,3450.0
KAGGLE-POTHOLE-00179.jpg,Pothole,Moderate,1.13,0.152,1140.0
KAGGLE-POTHOLE-00180.jpg,Pothole,Severe,2.6,0.487,3652.5
KAGGLE-POTHOLE-00181.jpg,Pothole,Severe,1.22,0.234,1755.0
KAGGLE-POTHOLE-00182.jpg,Pothole,Moderate,0.56,0.067,502.5
KAGGLE-POTHOLE-00183.jpg,Pothole,Severe,1.94,0.359,2692.5
KAGGLE-POTHOLE-00184.jpg,Pothole,Moderate,0.8,0.075,562.5
KAGGLE-POTHOLE-00185.jpg,Pothole,Severe,1.88,0.275,2062.5
KAGGLE-POTHOLE-00186.jpg,Pothole,Moderate,1.98,0.223,1672.5
KAGGLE-POTHOLE-00187.jpg,Pothole,Moderate,0.99,0.097,727.5
KAGGLE-POTHOLE-00188.jpg,Pothole,Severe,2.35,0.434,3255.0
KAGGLE-POTHOLE-00189.jpg,Pothole,Moderate,1.06,0.109,817.5
KAGGLE-POTHOLE-00190.jpg,Pothole,Severe,1.32,0.257,1927.5
KAGGLE-POTHOLE-00191.jpg,Pothole,Moderate,0.85,0.114,855.0
KAGGLE-POTHOLE-00192.jpg,Pothole,Moderate,1.4,0.141,1057.5
KAGGLE-POTHOLE-00193.jpg,Pothole,Moderate,0.5,0.067,502.5
KAGGLE-POTHOLE-00194.jpg,Pothole,Severe,1.4,0.279,2092.5
KAGGLE-POTHOLE-00195.jpg,Pothole,Moderate,2.78,0.32,2400.0
KAGGLE-POTHOLE-00196.jpg,Pothole,Moderate,2.21,0.196,1470.0
KAGGLE-POTHOLE-00197.jpg,Pothole,Moderate,1.18,0.102,765.0
KAGGLE-POTHOLE-00198.jpg,Pothole,Severe,0.99,0.202,1515.0
KAGGLE-POTHOLE-00199.jpg,Pothole,Moderate,1.62,0.233,1747.5
KAGGLE-POTHOLE-00200.jpg,Pothole,Moderate,1.09,0.112,840.0
KAGGLE-POTHOLE-00201.jpg,Pothole,Severe,2.04,0.387,2902.5
KAGGLE-POTHOLE-00202.jpg,Pothole,Moderate,1.82,0.175,1312.5
KAGGLE-POTHOLE-00203.jpg,Pothole,Severe,0.61,0.126,945.0
KAGGLE-POTHOLE-00204.jpg,Pothole,Severe,1.26,0.236,1770.0
KAGGLE-POTHOLE-00205.jpg,Pothole,Severe,1.73,0.303,2272.5
KAGGLE-POTHOLE-00206.jpg,Pothole,Severe,0.42,0.069,517.5
KAGGLE-POTHOLE-00207.jpg,Pothole,Severe,1.39,0.23,1725.0
KAGGLE-POTHOLE-00208.jpg,Pothole,Moderate,0.78,0.073,547.5
KAGGLE-POTHOLE-00209.jpg,Pothole,Moderate,2.24,0.247,1852.5
KAGGLE-POTHOLE-00210.jpg,Pothole,Severe,1.34,0.251,1882.5
KAGGLE-POTHOLE-00211.jpg,Pothole,Moderate,2.07,0.298,2235.0
KAGGLE-POTHOLE-00212.jpg,Pothole,Severe,0.57,0.116,870.0
KAGGLE-POTHOLE-00213.jpg,Pothole,Severe,1.09,0.201,1507.5
KAGGLE-POTHOLE-00214.jpg,Pothole,Moderate,2.09,0.216,1620.0
KAGGLE-POTHOLE-00215.jpg,Pothole,Severe,1.43,0.23,1725.0
KAGGLE-POTHOLE-00216.jpg,Pothole,Severe,2.78,0.534,4005.0
KAGGLE-POTHOLE-00217.jpg,Pothole,None,2.21,0.186,1395.0
KAGGLE-POTHOLE-00218.jpg,Pothole,Moderate,1.25,0.126,945.0
KAGGLE-POTHOLE-00219.jpg,Pothole,Moderate,2.43,0.332,2490.0
KAGGLE-POTHOLE-00220.jpg,Pothole,Severe,0.61,0.098,735.0
KAGGLE-POTHOLE-00221.jpg,Pothole,Severe,0.99,0.147,1102.5
KAGGLE-POTHOLE-00222.jpg,Pothole,Moderate,1.52,0.161,1207.5
KAGGLE-POTHOLE-00223.jpg,Pothole,Moderate,1.35,0.175,1312.5
KAGGLE-POTHOLE-00224.jpg,Pothole,Severe,1.91,0.38,2850.0
KAGGLE-POTHOLE-00225.jpg,Pothole,Severe,0.67,0.109,817.5
KAGGLE-POTHOLE-00226.jpg,Pothole,Severe,0.75,0.142,1065.0
KAGGLE-POTHOLE-00227.jpg,Pothole,Severe,2.25,0.416,3120.0
KAGGLE-POTHOLE-00228.jpg,Pothole,Moderate,0.53,0.06,450.0
KAGGLE-POTHOLE-00229.jpg,Pothole,Moderate,1.64,0.177,1327.5
KAGGLE-POTHOLE-00230.jpg,Pothole,Severe,1.63,0.317,2377.5
KAGGLE-POTHOLE-00231.jpg,Pothole,Moderate,2.38,0.314,2355.0
KAGGLE-POTHOLE-00232.jpg,Pothole,Moderate,1.15,0.105,787.5
KAGGLE-POTHOLE-00233.jpg,Pothole,Severe,2.72,0.405,3037.5
KAGGLE-POTHOLE-00234.jpg,Pothole,Severe,1.79,0.275,2062.5
KAGGLE-POTHOLE-00235.jpg,Pothole,Severe,2.67,0.468,3510.0
KAGGLE-POTHOLE-00236.jpg,Pothole,Moderate,0.95,0.135,1012.5
KAGGLE-POTHOLE-00237.jpg,Pothole,Severe,1.87,0.381,2857.5
KAGGLE-POTHOLE-00238.jpg,Pothole,Severe,0.98,0.169,1267.5
KAGGLE-POTHOLE-00239.jpg,Pothole,Moderate,2.27,0.234,1755.0
KAGGLE-POTHOLE-00240.jpg,Pothole,Severe,2.55,0.526,3945.0
KAGGLE-POTHOLE-00241.jpg,Pothole,Severe,2.24,0.349,2617.5
KAGGLE-POTHOLE-00242.jpg,Pothole,Severe,1.83,0.29,2175.0
KAGGLE-POTHOLE-00243.jpg,Pothole,None,0.88,0.074,555.0
KAGGLE-POTHOLE-00244.jpg,Pothole,Moderate,2.01,0.251,1882.5
KAGGLE-POTHOLE-00245.jpg,Pothole,Moderate,2.02,0.228,1710.0
KAGGLE-POTHOLE-00246.jpg,Pothole,Moderate,0.97,0.107,802.5
KAGGLE-POTHOLE-00247.jpg,Pothole,Severe,2.33,0.442,3315.0
KAGGLE-POTHOLE-00248.jpg,Pothole,Severe,1.77,0.331,2482.5
KAGGLE-POTHOLE-00249.jpg,Pothole,Moderate,1.01,0.138,1035.0
KAGGLE-POTHOLE-00250.jpg,Pothole,Moderate,1.2,0.17,1275.0
KAGGLE-POTHOLE-00251.jpg,Pothole,Severe,2.29,0.489,3667.5
KAGGLE-POTHOLE-00252.jpg,Pothole,Severe,0.72,0.149,1117.5
KAGGLE-POTHOLE-00253.jpg,Pothole,Severe,0.74,0.115,862.5
KAGGLE-POTHOLE-00254.jpg,Pothole,Moderate,1.88,0.253,1897.5
KAGGLE-POTHOLE-00255.jpg,Pothole,Moderate,1.61,0.209,1567.5
KAGGLE-POTHOLE-00256.jpg,Pothole,Severe,0.88,0.148,1110.0
KAGGLE-POTHOLE-00257.jpg,Pothole,Severe,2.72,0.49,3675.0
KAGGLE-POTHOLE-00258.jpg,Pothole,Moderate,1.7,0.18,1350.0
KAGGLE-POTHOLE-00259.jpg,Pothole,Moderate,1.68,0.169,1267.5
KAGGLE-POTHOLE-00260.jpg,Pothole,Moderate,2.4,0.271,2032.5
KAGGLE-POTHOLE-00261.jpg,Pothole,Severe,2.45,0.388,2910.0
KAGGLE-POTHOLE-00262.jpg,Pothole,Moderate,1.61,0.182,1365.0
KAGGLE-POTHOLE-00263.jpg,Pothole,Severe,1.23,0.26,1950.0
KAGGLE-POTHOLE-00264.jpg,Pothole,Moderate,0.96,0.097,727.5
KAGGLE-POTHOLE-00265.jpg,Pothole,Moderate,2.39,0.247,1852.5
KAGGLE-POTHOLE-00266.jpg,Pothole,Moderate,0.64,0.075,562.5
KAGGLE-POTHOLE-00267.jpg,Pothole,Severe,1.08,0.223,1672.5
KAGGLE-POTHOLE-00268.jpg,Pothole,Moderate,1.06,0.13,975.0
KAGGLE-POTHOLE-00269.jpg,Pothole,Severe,0.48,0.075,562.5
KAGGLE-POTHOLE-00270.jpg,Pothole,Moderate,1.92,0.272,2040.0
KAGGLE-POTHOLE-00271.jpg,Pothole,Moderate,1.72,0.182,1365.0
KAGGLE-POTHOLE-00272.jpg,Pothole,Moderate,1.25,0.123,922.5
KAGGLE-POTHOLE-00273.jpg,Pothole,Severe,1.06,0.158,1185.0
KAGGLE-POTHOLE-00274.jpg,Pothole,Moderate,1.67,0.16,1200.0
KAGGLE-POTHOLE-00275.jpg,Pothole,Severe,1.63,0.34,2550.0
KAGGLE-POTHOLE-00276.jpg,Pothole,Moderate,2.38,0.326,2445.0
KAGGLE-POTHOLE-00277.jpg,Pothole,Severe,2.55,0.373,2797.5
KAGGLE-POTHOLE-00278.jpg,Pothole,Severe,2.49,0.514,3855.0
KAGGLE-POTHOLE-00279.jpg,Pothole,Severe,1.68,0.347,2602.5
KAGGLE-POTHOLE-00280.jpg,Pothole,Moderate,1.49,0.15,1125.0
KAGGLE-POTHOLE-00281.jpg,Pothole,Moderate,1.55,0.153,1147.5
KAGGLE-POTHOLE-00282.jpg,Pothole,Severe,0.76,0.157,1177.5
KAGGLE-POTHOLE-00283.jpg,Pothole,Severe,2.26,0.407,3052.5
KAGGLE-POTHOLE-00284.jpg,Pothole,Severe,0.98,0.151,1132.5
KAGGLE-POTHOLE-00285.jpg,Pothole,Moderate,1.75,0.223,1672.5
KAGGLE-POTHOLE-00286.jpg,Pothole,Severe,0.89,0.171,1282.5
KAGGLE-POTHOLE-00287.jpg,Pothole,Moderate,1.9,0.242,1815.0
KAGGLE-POTHOLE-00288.jpg,Pothole,Moderate,2.42,0.232,1740.0
KAGGLE-POTHOLE-00289.jpg,Pothole,Severe,0.96,0.143,1072.5
KAGGLE-POTHOLE-00290.jpg,Pothole,Severe,2.54,0.378,2835.0
KAGGLE-POTHOLE-00291.jpg,Pothole,Severe,1.77,0.285,2137.5
KAGGLE-POTHOLE-00292.jpg,Pothole,Moderate,1.79,0.228,1710.0
KAGGLE-POTHOLE-00293.jpg,Pothole,Severe,1.11,0.202,1515.0
KAGGLE-POTHOLE-00294.jpg,Pothole,Severe,2.49,0.406,3045.0
KAGGLE-POTHOLE-00295.jpg,Pothole,None,1.6,0.134,1005.0
KAGGLE-POTHOLE-00296.jpg,Pothole,Moderate,0.48,0.041,307.5
KAGGLE-POTHOLE-00297.jpg,Pothole,Severe,2.3,0.408,3060.0
KAGGLE-POTHOLE-00298.jpg,Pothole,Severe,2.72,0.437,3277.5
KAGGLE-POTHOLE-00299.jpg,Pothole,Severe,0.73,0.109,817.5
KAGGLE-POTHOLE-00300.jpg,Pothole,Severe,2.6,0.505,3787.5
KAGGLE-POTHOLE-00301.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00302.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00303.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00304.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00305.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00306.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00307.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00308.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00309.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00310.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00311.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00312.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00313.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00314.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00315.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00316.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00317.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00318.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00319.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00320.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00321.jpg,Clean_Asphalt,None,0.0,0.0,0.0
